FTSE Developed World UCITS ETF - (USD) Distributing (VDEV)
As of 31 August 2020
Holding name,% of funds,Market value,Shares
Sojitz Corp.,"=""0.00527%""","$38,497","16,800.00"
Swire Pacific Ltd. Class A,"=""0.00522%""","$38,115","7,000.00"
Hyundai Glovis Co. Ltd.,"=""0.00520%""","$37,970",310.00
Seb SA,"=""0.00516%""","$37,648",214.00
JGC Holdings Corp.,"=""0.00514%""","$37,544","3,400.00"
Coca-Cola Bottlers Japan Holdings Inc.,"=""0.00514%""","$37,512","2,250.00"
Bendigo & Adelaide Bank Ltd.,"=""0.00513%""","$37,436","7,740.00"
Sushiro Global Holdings Ltd.,"=""0.00510%""","$37,207","1,600.00"
Netmarble Corp.,"=""0.00507%""","$37,003",264.00
Mizrahi Tefahot Bank Ltd.,"=""0.00505%""","$36,861","1,806.00"
Swire Properties Ltd.,"=""0.00505%""","$36,851","13,600.00"
Seino Holdings Co. Ltd.,"=""0.00503%""","$36,686","2,400.00"
Glanbia plc,"=""0.00502%""","$36,608","3,172.00"
Bank of Ireland Group plc,"=""0.00501%""","$36,590","16,222.00"
NOF Corp.,"=""0.00500%""","$36,494",900.00
Incitec Pivot Ltd.,"=""0.00498%""","$36,387","23,429.00"
Hankook Tire & Technology Co. Ltd.,"=""0.00495%""","$36,133","1,455.00"
Goldwin Inc.,"=""0.00494%""","$36,070",500.00
Polskie Gornictwo Naftowe i Gazownictwo SA,"=""0.00493%""","$36,002","25,746.00"
Fletcher Building Ltd.,"=""0.00493%""","$35,958","14,819.00"
Alliance Data Systems Corp.,"=""0.00493%""","$35,953",797.00
Rational AG,"=""0.00492%""","$35,898",56.00
Doosan Heavy Industries & Construction Co. Ltd.,"=""0.00492%""","$35,903","2,649.00"
Fancl Corp.,"=""0.00492%""","$35,942","1,100.00"
Avangrid Inc.,"=""0.00490%""","$35,742",744.00
Investment AB Latour Class B,"=""0.00490%""","$35,785","1,600.00"
H Lundbeck A/S,"=""0.00489%""","$35,665","1,084.00"
Icade,"=""0.00487%""","$35,554",548.00
Japan Post Insurance Co. Ltd.,"=""0.00481%""","$35,112","2,198.00"
Ashmore Group plc,"=""0.00480%""","$35,005","6,201.00"
Cyfrowy Polsat SA,"=""0.00479%""","$34,933","4,456.00"
Crown Resorts Ltd.,"=""0.00478%""","$34,916","5,240.00"
Amada Co. Ltd.,"=""0.00476%""","$34,717","3,900.00"
Electric Power Development Co. Ltd.,"=""0.00475%""","$34,681","2,300.00"
Lawson Inc.,"=""0.00473%""","$34,523",700.00
Renishaw plc,"=""0.00470%""","$34,334",536.00
Sumitomo Heavy Industries Ltd.,"=""0.00468%""","$34,132","1,500.00"
Qantas Airways Ltd.,"=""0.00467%""","$34,071","11,693.00"
Morinaga Milk Industry Co. Ltd.,"=""0.00466%""","$33,995",700.00
Hyundai Heavy Industries Holdings Co. Ltd.,"=""0.00464%""","$33,865",178.00
Tokai Carbon Co. Ltd.,"=""0.00463%""","$33,778","3,600.00"
Star Entertainment Grp Ltd.,"=""0.00463%""","$33,816","15,500.00"
Denka Co. Ltd.,"=""0.00462%""","$33,744","1,200.00"
House Foods Group Inc.,"=""0.00462%""","$33,759","1,000.00"
Nikon Corp.,"=""0.00462%""","$33,737","4,300.00"
Swatch Group AG (Registered),"=""0.00461%""","$33,643",850.00
Minth Group Ltd.,"=""0.00460%""","$33,548","10,000.00"
Hanmi Pharm Co. Ltd.,"=""0.00460%""","$33,542",130.00
Ebara Corp.,"=""0.00459%""","$33,491","1,300.00"
Sundrug Co. Ltd.,"=""0.00459%""","$33,481",900.00
Mitsubishi Logistics Corp.,"=""0.00457%""","$33,349","1,100.00"
United Airlines Holdings Inc.,"=""0.00455%""","$33,228",923.00
Mebuki Financial Group Inc.,"=""0.00455%""","$33,202","13,700.00"
Tower Semiconductor Ltd.,"=""0.00454%""","$33,116","1,682.00"
SHO-BOND Holdings Co. Ltd.,"=""0.00453%""","$33,071",700.00
Shimamura Co. Ltd.,"=""0.00452%""","$33,005",400.00
Sumitomo Dainippon Pharma Co. Ltd.,"=""0.00451%""","$32,903","2,600.00"
K's Holdings Corp.,"=""0.00447%""","$32,598","2,300.00"
Nordstrom Inc.,"=""0.00446%""","$32,560","2,035.00"
Isetan Mitsukoshi Holdings Ltd.,"=""0.00445%""","$32,492","5,900.00"
SCSK Corp.,"=""0.00445%""","$32,477",600.00
Ulvac Inc.,"=""0.00438%""","$31,996",900.00
Nishi-Nippon Railroad Co. Ltd.,"=""0.00438%""","$32,001","1,100.00"
Mabuchi Motor Co. Ltd.,"=""0.00434%""","$31,699",900.00
News Corp. Class B,"=""0.00434%""","$31,662","2,101.00"
LG Uplus Corp.,"=""0.00434%""","$31,688","3,150.00"
Tokyo Tatemono Co. Ltd.,"=""0.00434%""","$31,653","2,600.00"
IGM Financial Inc.,"=""0.00433%""","$31,636","1,295.00"
Japan Airport Terminal Co. Ltd.,"=""0.00431%""","$31,487",700.00
easyJet plc,"=""0.00431%""","$31,454","3,710.00"
POSCO Chemical Co. Ltd.,"=""0.00429%""","$31,317",418.00
Lpp SA,"=""0.00429%""","$31,337",16.00
Deutsche Lufthansa AG,"=""0.00429%""","$31,311","2,999.00"
Nippon Yusen KK,"=""0.00428%""","$31,270","2,000.00"
Yaoko Co. Ltd.,"=""0.00428%""","$31,270",400.00
Hyundai Steel Co.,"=""0.00427%""","$31,166","1,475.00"
Iyo Bank Ltd.,"=""0.00427%""","$31,143","4,900.00"
Seven Group Holdings Ltd.,"=""0.00426%""","$31,128","2,206.00"
Harvey Norman Holdings Ltd.,"=""0.00426%""","$31,090","9,511.00"
ComfortDelGro Corp. Ltd.,"=""0.00425%""","$31,024","28,500.00"
Yamazaki Baking Co. Ltd.,"=""0.00424%""","$30,925","1,900.00"
Melco International Development Ltd.,"=""0.00424%""","$30,926","14,000.00"
Hotel Shilla Co. Ltd.,"=""0.00424%""","$30,951",523.00
Hang Lung Group Ltd.,"=""0.00424%""","$30,967","12,000.00"
Westlake Chemical Corp.,"=""0.00423%""","$30,846",520.00
JTEKT Corp.,"=""0.00423%""","$30,893","4,000.00"
Nifco Inc./Japan,"=""0.00422%""","$30,768","1,200.00"
Taisho Pharmaceutical Holdings Co. Ltd.,"=""0.00421%""","$30,742",500.00
A2A Spa,"=""0.00421%""","$30,755","21,027.00"
CNP Assurances,"=""0.00421%""","$30,702","2,288.00"
Daelim Industrial Co. Ltd.,"=""0.00419%""","$30,578",418.00
Telenet Group Holding NV,"=""0.00419%""","$30,587",785.00
FP Corp.,"=""0.00418%""","$30,478",400.00
Sumitomo Forestry Co. Ltd.,"=""0.00417%""","$30,405","1,900.00"
Metro AG,"=""0.00417%""","$30,435","3,069.00"
Shinsei Bank Ltd.,"=""0.00417%""","$30,448","2,606.00"
UnipolSai Assicurazioni SPA,"=""0.00417%""","$30,456","10,593.00"
Subsea 7 SA,"=""0.00416%""","$30,340","3,724.00"
Hyundai Engineering & Construction Co. Ltd.,"=""0.00414%""","$30,189","1,112.00"
Kangwon Land Inc.,"=""0.00412%""","$30,056","1,729.00"
TPG Telecom Ltd.,"=""0.00412%""","$30,092","4,944.00"
Ovintiv Inc.,"=""0.00409%""","$29,880","2,698.00"
KAZ Minerals plc,"=""0.00409%""","$29,868","3,846.00"
Yamaguchi Financial Group Inc.,"=""0.00409%""","$29,832","4,500.00"
Sharp Corp./Japan,"=""0.00408%""","$29,806","2,400.00"
IHI Corp.,"=""0.00407%""","$29,704","2,000.00"
Ezaki Glico Co. Ltd.,"=""0.00407%""","$29,704",700.00
Flight Centre Travel Group Ltd.,"=""0.00407%""","$29,676","3,033.00"
Hino Motors Ltd.,"=""0.00406%""","$29,625","4,400.00"
GMO internet Inc.,"=""0.00406%""","$29,615","1,100.00"
Chugoku Bank Ltd.,"=""0.00405%""","$29,572","3,200.00"
Swire Pacific Ltd. Class B,"=""0.00404%""","$29,522","32,500.00"
Tui AG,"=""0.00403%""","$29,405","6,661.00"
Lotte Chemical Corp.,"=""0.00402%""","$29,353",184.00
Morinaga & Co. Ltd./Japan,"=""0.00402%""","$29,308",800.00
Under Armour Inc. Class A,"=""0.00402%""","$29,312","2,988.00"
Zensho Holdings Co. Ltd.,"=""0.00401%""","$29,274","1,300.00"
Virgin Money UK plc,"=""0.00400%""","$29,203","23,412.00"
Prada Spa,"=""0.00398%""","$29,027","7,400.00"
NagaCorp Ltd.,"=""0.00398%""","$29,016","24,000.00"
Benefit One Inc.,"=""0.00397%""","$28,958","1,200.00"
Kamigumi Co. Ltd.,"=""0.00396%""","$28,912","1,400.00"
Acom Co. Ltd.,"=""0.00396%""","$28,890","7,400.00"
OC Oerlikon Corp. AG,"=""0.00395%""","$28,863","3,156.00"
Imerys SA,"=""0.00394%""","$28,765",707.00
Fraport AG Frankfurt Airport Services Worldwide,"=""0.00394%""","$28,752",630.00
Nihon Unisys Ltd.,"=""0.00393%""","$28,667","1,000.00"
Furukawa Electric Co. Ltd.,"=""0.00392%""","$28,607","1,200.00"
Challenger Ltd.,"=""0.00390%""","$28,448","9,428.00"
Hysan Development Co. Ltd.,"=""0.00390%""","$28,451","9,000.00"
Banco de Sabadell SA,"=""0.00389%""","$28,376","70,157.00"
Open House Co. Ltd.,"=""0.00389%""","$28,403",800.00
Mitsubishi UFJ Lease & Finance Co. Ltd.,"=""0.00388%""","$28,346","6,000.00"
Metcash Ltd.,"=""0.00384%""","$28,026","12,978.00"
Japan Airlines Co. Ltd.,"=""0.00382%""","$27,909","1,400.00"
Korea Investment Holdings Co. Ltd.,"=""0.00382%""","$27,889",544.00
Mitsui OSK Lines Ltd.,"=""0.00380%""","$27,767","1,500.00"
Kumho Petrochemical Co. Ltd.,"=""0.00379%""","$27,665",327.00
Just Eat Takeaway.com NV,"=""0.00379%""","$27,655",248.00
Zeon Corp.,"=""0.00375%""","$27,362","2,600.00"
Horiba Ltd.,"=""0.00375%""","$27,394",500.00
Izumi Co. Ltd.,"=""0.00374%""","$27,295",700.00
American Airlines Group Inc.,"=""0.00374%""","$27,314","2,093.00"
Kerry Properties Ltd.,"=""0.00374%""","$27,299","10,500.00"
Sotetsu Holdings Inc.,"=""0.00373%""","$27,224","1,000.00"
H.U. Group Holdings Inc.,"=""0.00372%""","$27,146","1,100.00"
Park24 Co. Ltd.,"=""0.00371%""","$27,102","1,500.00"
Skandinaviska Enskilda Banken AB Class C,"=""0.00371%""","$27,076","2,618.00"
Kawasaki Heavy Industries Ltd.,"=""0.00369%""","$26,911","1,900.00"
Aozora Bank Ltd.,"=""0.00369%""","$26,946","1,500.00"
Daicel Corp.,"=""0.00368%""","$26,866","3,700.00"
Arconic Corp.,"=""0.00368%""","$26,856","1,207.00"
GrandVision NV,"=""0.00368%""","$26,837",935.00
Bank Polska Kasa Opieki SA,"=""0.00368%""","$26,830","1,882.00"
Washington H Soul Pattinson & Co. Ltd.,"=""0.00367%""","$26,778","1,730.00"
Seibu Holdings Inc.,"=""0.00367%""","$26,763","2,434.00"
TechnoPro Holdings Inc.,"=""0.00366%""","$26,687",500.00
Sega Sammy Holdings Inc.,"=""0.00365%""","$26,656","2,300.00"
Hochtief AG,"=""0.00364%""","$26,569",299.00
Mapletree North Asia Commercial Trust,"=""0.00363%""","$26,480","38,300.00"
Mitsui Mining & Smelting Co. Ltd.,"=""0.00362%""","$26,430","1,100.00"
Kinden Corp.,"=""0.00362%""","$26,404","1,600.00"
Lintec Corp.,"=""0.00357%""","$26,057","1,100.00"
OSRAM Licht AG,"=""0.00357%""","$26,057",498.00
Shangri-La Asia Ltd.,"=""0.00357%""","$26,054","32,000.00"
Ain Holdings Inc.,"=""0.00354%""","$25,876",400.00
Telefonica Deutschland Holding AG,"=""0.00351%""","$25,590","9,239.00"
Sawai Pharmaceutical Co. Ltd.,"=""0.00350%""","$25,555",500.00
Benesse Holdings Inc.,"=""0.00349%""","$25,470","1,000.00"
Industrial Bank of Korea,"=""0.00349%""","$25,505","3,745.00"
Pirelli & C SPA,"=""0.00347%""","$25,299","5,842.00"
Wacker Chemie AG,"=""0.00346%""","$25,264",258.00
Takara Holdings Inc.,"=""0.00346%""","$25,283","2,700.00"
Macy's Inc.,"=""0.00345%""","$25,183","3,613.00"
Fila Holdings Corp.,"=""0.00345%""","$25,151",861.00
1&1 Drillisch AG,"=""0.00345%""","$25,176",883.00
Hufvudstaden AB Class A,"=""0.00345%""","$25,169","2,025.00"
DB Insurance Co. Ltd.,"=""0.00344%""","$25,097",683.00
SITC International Holdings Co. Ltd.,"=""0.00342%""","$24,957","19,000.00"
S-1 Corp.,"=""0.00342%""","$24,958",340.00
Nomura Real Estate Holdings Inc.,"=""0.00341%""","$24,873","1,300.00"
Zenkoku Hosho Co. Ltd.,"=""0.00340%""","$24,787",700.00
Samsung Heavy Industries Co. Ltd.,"=""0.00338%""","$24,699","5,686.00"
Carnival plc,"=""0.00338%""","$24,652","1,746.00"
Kewpie Corp.,"=""0.00337%""","$24,616","1,300.00"
S-Oil Corp.,"=""0.00334%""","$24,352",512.00
Hitachi Transport System Ltd.,"=""0.00334%""","$24,391",700.00
J Front Retailing Co. Ltd.,"=""0.00334%""","$24,358","3,500.00"
SCREEN Holdings Co. Ltd.,"=""0.00334%""","$24,376",500.00
Eutelsat Communications SA,"=""0.00332%""","$24,264","2,413.00"
IDP Education Ltd.,"=""0.00331%""","$24,194","1,630.00"
Mapfre SA,"=""0.00330%""","$24,097","12,688.00"
Aica Kogyo Co. Ltd.,"=""0.00329%""","$24,028",700.00
Bank of Queensland Ltd.,"=""0.00327%""","$23,896","5,271.00"
Sembcorp Industries Ltd.,"=""0.00324%""","$23,657","17,200.00"
LG Household & Health Care Ltd. Preference Shares,"=""0.00323%""","$23,605",40.00
Toyo Seikan Group Holdings Ltd.,"=""0.00322%""","$23,486","2,100.00"
Toyo Tire Corp.,"=""0.00320%""","$23,328","1,400.00"
Banca Mediolanum SPA,"=""0.00318%""","$23,220","3,124.00"
Sanwa Holdings Corp.,"=""0.00317%""","$23,164","2,300.00"
Ship Healthcare Holdings Inc.,"=""0.00317%""","$23,103",500.00
Kaken Pharmaceutical Co. Ltd.,"=""0.00317%""","$23,103",500.00
Grenke AG,"=""0.00317%""","$23,129",316.00
Rengo Co. Ltd.,"=""0.00314%""","$22,889","3,100.00"
OKUMA Corp.,"=""0.00313%""","$22,844",500.00
NOK Corp.,"=""0.00313%""","$22,872","2,100.00"
Mani Inc.,"=""0.00313%""","$22,813",900.00
E-MART Inc.,"=""0.00313%""","$22,830",226.00
GS Engineering & Construction Corp.,"=""0.00312%""","$22,748","1,094.00"
Hanon Systems,"=""0.00312%""","$22,794","2,099.00"
LG Chem Ltd. Preference Shares,"=""0.00311%""","$22,729",72.00
Tsumura & Co.,"=""0.00311%""","$22,707",800.00
Aeon Mall Co. Ltd.,"=""0.00308%""","$22,491","1,700.00"
Sulzer AG,"=""0.00307%""","$22,425",251.00
CJ Corp.,"=""0.00307%""","$22,434",329.00
Hachijuni Bank Ltd.,"=""0.00307%""","$22,424","5,800.00"
DWS Group GmbH & Co. KGaA,"=""0.00307%""","$22,399",569.00
Husky Energy Inc.,"=""0.00306%""","$22,318","6,594.00"
Saipem SPA,"=""0.00306%""","$22,326","10,400.00"
Hyundai Marine & Fire Insurance Co. Ltd.,"=""0.00306%""","$22,344","1,201.00"
Hiroshima Bank Ltd.,"=""0.00305%""","$22,281","4,400.00"
Beach Energy Ltd.,"=""0.00304%""","$22,207","19,755.00"
Samsung Engineering Co. Ltd.,"=""0.00304%""","$22,155","2,329.00"
Buzzi Unicem SPA,"=""0.00303%""","$22,111",901.00
Sumitomo Rubber Industries Ltd.,"=""0.00303%""","$22,144","2,300.00"
PALTAC Corp.,"=""0.00303%""","$22,104",400.00
Mochida Pharmaceutical Co. Ltd.,"=""0.00303%""","$22,151",600.00
Bic Camera Inc.,"=""0.00303%""","$22,142","2,000.00"
Hokuriku Electric Power Co.,"=""0.00303%""","$22,151","3,000.00"
Azrieli Group Ltd.,"=""0.00303%""","$22,087",409.00
Mirae Asset Daewoo Co. Ltd.,"=""0.00303%""","$22,101","2,823.00"
Shinsegae Inc.,"=""0.00302%""","$22,045",129.00
ProSiebenSat.1 Media SE,"=""0.00302%""","$22,034","1,943.00"
Yokohama Rubber Co. Ltd.,"=""0.00300%""","$21,928","1,400.00"
Toyoda Gosei Co. Ltd.,"=""0.00299%""","$21,830","1,000.00"
Mirae Asset Daewoo Co. Ltd. Preference Shares,"=""0.00298%""","$21,762","5,669.00"
Cheil Worldwide Inc.,"=""0.00297%""","$21,662","1,410.00"
Takara Bio Inc.,"=""0.00296%""","$21,583",800.00
Maruichi Steel Tube Ltd.,"=""0.00294%""","$21,448",800.00
CIMIC Group Ltd.,"=""0.00294%""","$21,433","1,369.00"
JCR Pharmaceuticals Co. Ltd.,"=""0.00294%""","$21,481",200.00
DIC Corp.,"=""0.00293%""","$21,413",900.00
Shopping Centres Australasia Property Group,"=""0.00292%""","$21,329","12,818.00"
Under Armour Inc. Class C,"=""0.00291%""","$21,249","2,401.00"
Fielmann AG,"=""0.00291%""","$21,212",291.00
United Energy Group Ltd.,"=""0.00290%""","$21,140","128,000.00"
Korean Air Lines Co. Ltd.,"=""0.00290%""","$21,203","1,427.00"
Santander Consumer USA Holdings Inc.,"=""0.00290%""","$21,168","1,230.00"
Seven Bank Ltd.,"=""0.00289%""","$21,070","8,400.00"
Nippon Shokubai Co. Ltd.,"=""0.00288%""","$21,048",400.00
ABC-Mart Inc.,"=""0.00288%""","$21,048",400.00
Bankia SA,"=""0.00288%""","$21,019","16,651.00"
Shiga Bank Ltd.,"=""0.00288%""","$21,039",900.00
CJ Logistics Corp.,"=""0.00287%""","$20,916",164.00
Sankyu Inc.,"=""0.00286%""","$20,887",500.00
GS Holdings Corp.,"=""0.00285%""","$20,820",761.00
Nippo Corp.,"=""0.00284%""","$20,723",800.00
PGE Polska Grupa Energetyczna SA,"=""0.00284%""","$20,736","12,599.00"
Ariake Japan Co. Ltd.,"=""0.00283%""","$20,623",300.00
Kyushu Financial Group Inc.,"=""0.00283%""","$20,666","4,500.00"
BNK Financial Group Inc.,"=""0.00282%""","$20,565","4,809.00"
Samsung Securities Co. Ltd.,"=""0.00282%""","$20,559",810.00
Nippon Electric Glass Co. Ltd.,"=""0.00281%""","$20,497","1,100.00"
Tadano Ltd.,"=""0.00280%""","$20,439","2,500.00"
Singapore Press Holdings Ltd.,"=""0.00278%""","$20,283","25,300.00"
Hugo Boss AG,"=""0.00277%""","$20,205",761.00
Heiwa Corp.,"=""0.00277%""","$20,244","1,200.00"
Toyobo Co. Ltd.,"=""0.00276%""","$20,173","1,400.00"
Mitsubishi Motors Corp.,"=""0.00273%""","$19,959","8,300.00"
Orora Ltd.,"=""0.00271%""","$19,788","11,945.00"
Fukuyama Transporting Co. Ltd.,"=""0.00270%""","$19,727",400.00
Toda Corp.,"=""0.00269%""","$19,605","3,000.00"
Dairy Farm International Holdings Ltd.,"=""0.00269%""","$19,646","4,700.00"
Jardine Cycle & Carriage Ltd.,"=""0.00269%""","$19,666","1,411.00"
HDC Hyundai Development Co-Engineering & Construction,"=""0.00268%""","$19,536","1,009.00"
Boskalis Westminster,"=""0.00266%""","$19,384",923.00
Alaska Air Group Inc.,"=""0.00266%""","$19,397",498.00
Talanx AG,"=""0.00266%""","$19,403",521.00
Credit Saison Co. Ltd.,"=""0.00266%""","$19,381","1,700.00"
Cie Plastic Omnium SA,"=""0.00265%""","$19,336",855.00
Daishi Hokuetsu Financial Group Inc.,"=""0.00263%""","$19,228","1,000.00"
Uni-President China Holdings Ltd.,"=""0.00262%""","$19,130","21,000.00"
Konica Minolta Inc.,"=""0.00261%""","$19,083","5,900.00"
Haitong International Securities Group Ltd.,"=""0.00260%""","$18,964","71,000.00"
Tokuyama Corp.,"=""0.00257%""","$18,724",800.00
Japan Steel Works Ltd.,"=""0.00257%""","$18,756","1,300.00"
Penta-Ocean Construction Co. Ltd.,"=""0.00255%""","$18,623","2,900.00"
WiseTech Global Ltd.,"=""0.00255%""","$18,631",894.00
Sumitomo Bakelite Co. Ltd.,"=""0.00254%""","$18,536",700.00
Zardoya Otis SA,"=""0.00253%""","$18,501","2,658.00"
Nagase & Co. Ltd.,"=""0.00250%""","$18,232","1,400.00"
Pola Orbis Holdings Inc.,"=""0.00248%""","$18,115","1,000.00"
Suedzucker AG,"=""0.00247%""","$17,997",879.00
Nipro Corp.,"=""0.00247%""","$18,030","1,600.00"
RTL Group SA,"=""0.00247%""","$18,066",543.00
Casino Guichard Perrachon SA,"=""0.00246%""","$17,974",691.00
Nippon Kayaku Co. Ltd.,"=""0.00243%""","$17,721","1,800.00"
Adbri Ltd.,"=""0.00243%""","$17,708","9,390.00"
FamilyMart Co. Ltd.,"=""0.00243%""","$17,728",800.00
Kobe Bussan Co. Ltd.,"=""0.00242%""","$17,681",300.00
Hanwha Corp.,"=""0.00240%""","$17,525",757.00
DeNA Co. Ltd.,"=""0.00240%""","$17,520","1,100.00"
Neles Oyj,"=""0.00239%""","$17,430","1,274.00"
Kerry Logistics Network Ltd.,"=""0.00239%""","$17,477","10,500.00"
Daewoo Shipbuilding & Marine Engineering Co. Ltd.,"=""0.00238%""","$17,360",931.00
Leroy Seafood Group ASA,"=""0.00238%""","$17,391","2,733.00"
Yue Yuen Industrial Holdings Ltd.,"=""0.00237%""","$17,316","10,000.00"
Cathay Pacific Airways Ltd.,"=""0.00237%""","$17,292","21,272.00"
BOC Aviation Ltd.,"=""0.00234%""","$17,109","2,300.00"
Strauss Group Ltd.,"=""0.00234%""","$17,104",585.00
Kusuri no Aoki Holdings Co. Ltd.,"=""0.00234%""","$17,068",200.00
Gunma Bank Ltd.,"=""0.00234%""","$17,113","5,200.00"
NHK Spring Co. Ltd.,"=""0.00233%""","$16,982","2,700.00"
Korea Gas Corp.,"=""0.00232%""","$16,907",851.00
Sodexo SA - French Loyalty Line,"=""0.00230%""","$16,780",234.00
Toshiba TEC Corp.,"=""0.00229%""","$16,729",400.00
Kokuyo Co. Ltd.,"=""0.00229%""","$16,719","1,500.00"
SKYCITY Entertainment Group Ltd.,"=""0.00228%""","$16,649","9,660.00"
GS Yuasa Corp.,"=""0.00227%""","$16,568","1,000.00"
SATS Ltd.,"=""0.00227%""","$16,549","7,500.00"
Samsonite International SA,"=""0.00224%""","$16,319","14,100.00"
OSG Corp.,"=""0.00223%""","$16,265","1,100.00"
Sumitomo Osaka Cement Co. Ltd.,"=""0.00222%""","$16,220",500.00
Keppel REIT,"=""0.00220%""","$16,064","20,800.00"
Continental Resources Inc./OK,"=""0.00219%""","$16,012",932.00
Wacoal Holdings Corp.,"=""0.00219%""","$15,998",900.00
Shopify Inc. Class A,"=""0.00219%""","$15,996",15.00
International Consolidated Airlines Group SA (London Shares),"=""0.00218%""","$15,943","5,505.00"
Telekom Austria AG Class A,"=""0.00217%""","$15,824","2,141.00"
Smurfit Kappa Group plc,"=""0.00215%""","$15,689",442.00
Fujitsu General Ltd.,"=""0.00215%""","$15,695",600.00
Japan Petroleum Exploration Co. Ltd.,"=""0.00214%""","$15,650",900.00
Daiichikosho Co. Ltd.,"=""0.00214%""","$15,607",500.00
Paz Oil Co. Ltd.,"=""0.00213%""","$15,557",153.00
Dowa Holdings Co. Ltd.,"=""0.00213%""","$15,536",500.00
Santander Bank Polska SA,"=""0.00213%""","$15,569",377.00
SKC Co. Ltd.,"=""0.00212%""","$15,496",199.00
CSR Ltd.,"=""0.00212%""","$15,496","5,725.00"
Micro Focus International plc,"=""0.00212%""","$15,511","3,877.00"
Svenska Cellulosa AB SCA Class A,"=""0.00211%""","$15,376","1,122.00"
JCDecaux SA,"=""0.00211%""","$15,432",807.00
DMG Mori Co. Ltd.,"=""0.00209%""","$15,254","1,200.00"
AMOREPACIFIC Group,"=""0.00209%""","$15,284",356.00
Huabao International Holdings Ltd.,"=""0.00208%""","$15,157","17,000.00"
Nishi-Nippon Financial Holdings Inc.,"=""0.00208%""","$15,204","2,300.00"
VTech Holdings Ltd.,"=""0.00208%""","$15,164","2,600.00"
Ovintiv Inc.,"=""0.00205%""","$14,991","1,353.00"
Hanssem Co. Ltd.,"=""0.00204%""","$14,907",182.00
Svenska Handelsbanken AB Class B,"=""0.00204%""","$14,870","1,336.00"
IOOF Holdings Ltd.,"=""0.00204%""","$14,909","4,354.00"
Pilot Corp.,"=""0.00202%""","$14,711",500.00
77 Bank Ltd.,"=""0.00201%""","$14,701","1,000.00"
Amano Corp.,"=""0.00200%""","$14,588",700.00
Mivne Real Estate KD Ltd.,"=""0.00200%""","$14,587","7,035.00"
LG Electronics Inc. Preference Shares,"=""0.00199%""","$14,510",532.00
Hanmi Science Co. ltd,"=""0.00197%""","$14,355",291.00
Ube Industries Ltd.,"=""0.00196%""","$14,296",800.00
Kyudenko Corp.,"=""0.00196%""","$14,286",500.00
First International Bank Of Israel Ltd.,"=""0.00196%""","$14,290",609.00
Champion REIT,"=""0.00196%""","$14,284","27,000.00"
Alony Hetz Properties & Investments Ltd.,"=""0.00195%""","$14,235","1,211.00"
Vocus Group Ltd.,"=""0.00193%""","$14,119","5,733.00"
Investec plc,"=""0.00193%""","$14,083","7,138.00"
SMS Co. Ltd.,"=""0.00190%""","$13,834",500.00
SEB SA (loyalty line 2021) NEW,"=""0.00190%""","$13,898",79.00
Fuchs Petrolub Se,"=""0.00188%""","$13,711",379.00
Ushio Inc.,"=""0.00187%""","$13,630","1,100.00"
Shikoku Electric Power Co. Inc.,"=""0.00187%""","$13,681","1,800.00"
Shochiku Co. Ltd.,"=""0.00183%""","$13,391",100.00
Rocket Internet SE,"=""0.00183%""","$13,326",588.00
Daido Steel Co. Ltd.,"=""0.00182%""","$13,315",400.00
Korea Aerospace Industries Ltd.,"=""0.00181%""","$13,229",700.00
CNA Financial Corp.,"=""0.00181%""","$13,222",411.00
Electricite de France SA,"=""0.00179%""","$13,064","1,241.00"
Hokuhoku Financial Group Inc.,"=""0.00178%""","$12,991","1,400.00"
Hite Jinro Co. Ltd.,"=""0.00177%""","$12,891",415.00
Grifols SA Preference Shares,"=""0.00177%""","$12,955",800.00
Dah Sing Banking Group Ltd.,"=""0.00177%""","$12,933","13,600.00"
Kaneka Corp.,"=""0.00174%""","$12,674",500.00
Nufarm Ltd./Australia,"=""0.00173%""","$12,616","4,233.00"
Takashimaya Co. Ltd.,"=""0.00173%""","$12,614","1,600.00"
Ascott Residence Trust,"=""0.00173%""","$12,643","19,100.00"
Edf Common Stock,"=""0.00172%""","$12,579","1,195.00"
SKY Perfect JSAT Holdings Inc.,"=""0.00167%""","$12,221","3,200.00"
Oci Nv,"=""0.00166%""","$12,116",891.00
Sims Ltd.,"=""0.00166%""","$12,130","2,025.00"
Fuyo General Lease Co. Ltd.,"=""0.00165%""","$12,051",200.00
Itoham Yonekyu Holdings Inc.,"=""0.00164%""","$12,001","1,800.00"
Kobe Steel Ltd.,"=""0.00163%""","$11,898","3,100.00"
Maeda Corp.,"=""0.00163%""","$11,874","1,600.00"
Vienna Insurance Group AG Wiener Versicherung Gruppe,"=""0.00163%""","$11,866",484.00
OBIC Business Consultants Co. Ltd.,"=""0.00163%""","$11,882",200.00
Hyundai Motor Co. 2nd Preference Shares,"=""0.00162%""","$11,832",159.00
Samsung Card Co. Ltd.,"=""0.00162%""","$11,859",490.00
TS Tech Co. Ltd.,"=""0.00161%""","$11,731",400.00
Fuji Oil Holdings Inc.,"=""0.00161%""","$11,731",400.00
Coty Inc. Class A,"=""0.00161%""","$11,721","3,274.00"
NS Solutions Corp.,"=""0.00159%""","$11,637",400.00
Perpetual Ltd.,"=""0.00157%""","$11,440",499.00
Cineworld Group plc,"=""0.00155%""","$11,278","13,353.00"
Aker ASA,"=""0.00155%""","$11,281",241.00
