FTSE All-World UCITS ETF - (USD) Distributing (VWRD)
As of 31 July 2020
Holding name,% of funds,Market value,Shares
Jiangsu Hengli Hydraulic Co. Ltd. Class A,"=""0.00224%""","$134,347","15,392.00"
OneConnect Financial Technology Co. Ltd. ADR,"=""0.00224%""","$134,359","5,617.00"
Micro Focus International plc,"=""0.00224%""","$134,254","36,914.00"
National Petrochemical Co.,"=""0.00223%""","$133,802","20,822.00"
Shandong Chenming Paper Holdings Ltd. Class B,"=""0.00223%""","$133,881","362,800.00"
Evergreen Marine Corp. Taiwan Ltd.,"=""0.00223%""","$133,779","356,271.00"
77 Bank Ltd.,"=""0.00223%""","$133,926","10,000.00"
Shriram Transport Finance Co. Ltd.,"=""0.00223%""","$133,534","14,451.00"
China Communications Services Corp. Ltd. Class H,"=""0.00223%""","$133,431","206,000.00"
Shanghai RAAS Blood Products Co. Ltd. Class A,"=""0.00222%""","$133,247","90,000.00"
Yanzhou Coal Mining Co. Ltd. Class H,"=""0.00221%""","$132,706","170,000.00"
Page Industries Ltd.,"=""0.00221%""","$132,453",500.00
Lintec Corp.,"=""0.00220%""","$131,920","5,700.00"
Boskalis Westminster,"=""0.00220%""","$131,776","6,978.00"
Itoham Yonekyu Holdings Inc.,"=""0.00220%""","$132,129","22,000.00"
Alaska Air Group Inc.,"=""0.00220%""","$132,077","3,835.00"
Tongcheng-Elong Holdings Ltd.,"=""0.00220%""","$132,105","72,000.00"
Sankyu Inc.,"=""0.00219%""","$131,004","3,800.00"
Netcare Ltd.,"=""0.00219%""","$131,479","164,627.00"
China Medical System Holdings Ltd.,"=""0.00219%""","$131,357","108,418.00"
J Front Retailing Co. Ltd.,"=""0.00219%""","$131,327","22,800.00"
Tianjin Zhonghuan Semiconductor Co. Ltd. Class A,"=""0.00219%""","$131,462","37,700.00"
Beijing Capital International Airport Co. Ltd. Class H,"=""0.00218%""","$130,549","198,000.00"
TELUS Corp.,"=""0.00218%""","$130,813","7,543.00"
Weifu High-Technology Group Co. Ltd. Class A,"=""0.00217%""","$130,144","41,200.00"
Muthoot Finance Ltd.,"=""0.00217%""","$130,066","7,639.00"
Rabigh Refining & Petrochemical Co.,"=""0.00216%""","$129,492","38,060.00"
NWS Holdings Ltd.,"=""0.00216%""","$129,287","167,000.00"
Hankook Tire & Technology Co. Ltd.,"=""0.00216%""","$129,354","5,916.00"
CJ CheilJedang Corp. Preference Shares,"=""0.00216%""","$129,677","1,051.00"
Hanmi Pharm Co. Ltd.,"=""0.00216%""","$129,605",586.00
Yonyou Network Technology Co. Ltd. Class A,"=""0.00216%""","$129,659","19,240.00"
Yunnan Baiyao Group Co. Ltd. Class A,"=""0.00215%""","$128,784","8,200.00"
Telekom Malaysia Bhd.,"=""0.00215%""","$129,025","136,766.00"
Bank Al-Jazira,"=""0.00215%""","$128,830","40,331.00"
Whitehaven Coal Ltd.,"=""0.00214%""","$128,194","129,065.00"
SHO-BOND Holdings Co. Ltd.,"=""0.00214%""","$128,535","3,000.00"
Woolworths Holdings Ltd./South Africa,"=""0.00214%""","$128,355","68,885.00"
News Corp. Class B,"=""0.00214%""","$128,493","10,070.00"
Huaxia Bank Co. Ltd. Class A,"=""0.00214%""","$128,071","140,500.00"
Ube Industries Ltd.,"=""0.00213%""","$127,993","7,900.00"
TCL Technology Group Corp. Class A,"=""0.00213%""","$127,851","142,500.00"
Zhejiang Huahai Pharmaceutical Co. Ltd. Class A,"=""0.00213%""","$127,464","23,100.00"
Harel Insurance Investments & Financial Services Ltd.,"=""0.00213%""","$127,456","19,463.00"
Emaar Economic City,"=""0.00213%""","$127,771","67,492.00"
Yaoko Co. Ltd.,"=""0.00212%""","$127,116","1,600.00"
Southern Province Cement Co.,"=""0.00211%""","$126,647","7,364.00"
GS Holdings Corp.,"=""0.00211%""","$126,733","4,314.00"
Thai Union Frozen Products PCL (Foreign),"=""0.00210%""","$125,610","292,300.00"
Telecom Italia SPA (Bearer),"=""0.00210%""","$126,021","314,556.00"
Times China Holdings Ltd.,"=""0.00210%""","$125,690","71,000.00"
Mitsubishi Logistics Corp.,"=""0.00209%""","$125,579","4,700.00"
Songcheng Performance Development Co. Ltd. Class A,"=""0.00209%""","$125,229","46,800.00"
Jinke Properties Group Co. Ltd. Class A,"=""0.00209%""","$125,314","100,500.00"
NS Solutions Corp.,"=""0.00209%""","$125,119","4,800.00"
Thai Oil PCL (Foreign),"=""0.00208%""","$124,993","92,800.00"
Datang International Power Generation Co. Ltd. Class H,"=""0.00208%""","$124,766","948,000.00"
China Everbright Ltd.,"=""0.00208%""","$124,797","78,000.00"
Konica Minolta Inc.,"=""0.00208%""","$124,631","47,400.00"
Sao Martinho SA,"=""0.00207%""","$124,204","30,200.00"
Dallah Healthcare Co.,"=""0.00207%""","$124,345","8,636.00"
Cia de Locacao das Americas,"=""0.00207%""","$124,206","33,800.00"
Sistema PJSFC,"=""0.00207%""","$124,332","467,000.00"
Godrej Industries Ltd.,"=""0.00206%""","$123,481","26,059.00"
Coty Inc. Class A,"=""0.00206%""","$123,439","33,272.00"
3SBio Inc.,"=""0.00206%""","$123,368","101,500.00"
Altice Europe NV Class B,"=""0.00206%""","$123,479","26,073.00"
True Corp. PCL,"=""0.00206%""","$123,622","1,147,277.00"
China Galaxy Securities Co. Ltd. Class H,"=""0.00206%""","$123,364","206,500.00"
Shapir Engineering and Industry Ltd.,"=""0.00205%""","$123,077","16,551.00"
Hanmi Science Co. ltd,"=""0.00205%""","$122,697","3,464.00"
American Airlines Group Inc.,"=""0.00205%""","$123,032","11,064.00"
Qualicorp Consultoria e Corretora de Seguros SA,"=""0.00205%""","$122,632","22,800.00"
IOOF Holdings Ltd.,"=""0.00205%""","$123,028","37,621.00"
Wuhu Sanqi Interactive Entertainment Network Technology Group Co. Ltd. Class A,"=""0.00204%""","$122,214","18,700.00"
Dawning Information Industry Co. Ltd. Class A,"=""0.00204%""","$122,125","19,200.00"
Oil & Gas Development Co. Ltd.,"=""0.00203%""","$121,923","177,720.00"
Cementos Argos SA,"=""0.00203%""","$121,914","124,190.00"
Turk Hava Yollari AO,"=""0.00203%""","$121,951","79,622.00"
Mobile Telecommunications Co. Saudi Arabia,"=""0.00203%""","$121,534","40,265.00"
Korea Investment Holdings Co. Ltd.,"=""0.00203%""","$121,934","2,983.00"
Qassim Cement Co.,"=""0.00202%""","$121,190","6,897.00"
Nisshinbo Holdings Inc.,"=""0.00202%""","$120,976","20,400.00"
Hang Zhou Great Star Industrial Co. Ltd. Class A,"=""0.00202%""","$121,374","45,900.00"
Arca Continental SAB de CV,"=""0.00201%""","$120,757","24,000.00"
NAURA Technology Group Co. Ltd. Class A,"=""0.00199%""","$119,526","4,000.00"
Megmilk Snow Brand Co. Ltd.,"=""0.00199%""","$119,304","5,300.00"
Jollibee Foods Corp.,"=""0.00199%""","$119,194","43,390.00"
China Everbright Bank Co. Ltd. Class H,"=""0.00199%""","$119,401","318,000.00"
China Everbright Bank Co. Ltd. Class A,"=""0.00199%""","$119,512","220,600.00"
Eregli Demir ve Celik Fabrikalari TAS,"=""0.00197%""","$117,833","107,646.00"
Westports Holdings Bhd.,"=""0.00197%""","$117,829","127,123.00"
Tianjin Capital Environmental Protection Group Co. Ltd. Class A,"=""0.00197%""","$117,966","114,000.00"
Haitian International Holdings Ltd.,"=""0.00196%""","$117,396","51,000.00"
Saudi Cement Co.,"=""0.00195%""","$116,975","7,834.00"
Sharp Corp./Japan,"=""0.00195%""","$116,902","12,000.00"
Salvatore Ferragamo SPA,"=""0.00195%""","$117,110","8,695.00"
Nippo Corp.,"=""0.00194%""","$116,565","4,400.00"
Sieyuan Electric Co. Ltd. Class A,"=""0.00194%""","$116,408","28,700.00"
Industrias Bachoco SAB de CV Class B,"=""0.00194%""","$116,559","39,431.00"
Shikoku Electric Power Co. Inc.,"=""0.00193%""","$115,502","17,200.00"
Infraestructura Energetica Nova SAB de CV,"=""0.00193%""","$115,988","39,000.00"
YTL Corp. Bhd.,"=""0.00193%""","$115,595","628,360.00"
Daido Steel Co. Ltd.,"=""0.00192%""","$114,822","4,100.00"
Duratex SA,"=""0.00192%""","$115,049","37,200.00"
Shanghai Tunnel Engineering Co. Ltd. Class A,"=""0.00192%""","$115,357","133,700.00"
NHPC Ltd.,"=""0.00192%""","$115,195","424,533.00"
Mivne Real Estate KD Ltd.,"=""0.00192%""","$115,134","59,243.00"
Sulzer AG,"=""0.00191%""","$114,242","1,382.00"
Suedzucker AG,"=""0.00191%""","$114,629","6,817.00"
Grupo Aval Acciones y Valores Preference Shares,"=""0.00191%""","$114,778","491,874.00"
Nippon Shokubai Co. Ltd.,"=""0.00190%""","$113,988","2,300.00"
Kimberly-Clark de Mexico SAB de CV Class A,"=""0.00190%""","$113,932","69,100.00"
Regional SAB de CV,"=""0.00190%""","$114,134","43,700.00"
Orient Securities Co. Ltd./China Class A,"=""0.00190%""","$113,623","67,701.00"
Santander Bank Polska SA,"=""0.00189%""","$113,294","2,811.00"
Imerys SA,"=""0.00188%""","$112,717","3,063.00"
GS Yuasa Corp.,"=""0.00188%""","$112,541","7,300.00"
Traton SE,"=""0.00188%""","$112,974","5,937.00"
Atacadao SA,"=""0.00188%""","$112,967","26,207.00"
Air France-KLM,"=""0.00188%""","$112,748","27,328.00"
Cia Energetica de Sao Paulo Preference Shares,"=""0.00188%""","$112,490","18,300.00"
Penta-Ocean Construction Co. Ltd.,"=""0.00187%""","$112,248","21,500.00"
China Railway Tielong Container Logistics Co. Ltd. Class A,"=""0.00187%""","$111,991","133,800.00"
Beijing SL Pharmaceutical Co. Ltd. Class A,"=""0.00187%""","$112,004","55,900.00"
Fila Holdings Corp.,"=""0.00187%""","$112,193","4,002.00"
Shochiku Co. Ltd.,"=""0.00187%""","$112,362","1,000.00"
Muangthai Capital PCL,"=""0.00187%""","$112,403","70,100.00"
ZTE Corp. Class H,"=""0.00187%""","$112,045","37,920.00"
Will Semiconductor Ltd. Class A,"=""0.00187%""","$111,997","3,800.00"
Zhaojin Mining Industry Co. Ltd. Class H,"=""0.00186%""","$111,555","89,500.00"
Siemens Ltd.,"=""0.00186%""","$111,308","7,166.00"
Malaysia Airports Holdings Bhd.,"=""0.00186%""","$111,577","89,600.00"
Hokuriku Electric Power Co.,"=""0.00186%""","$111,249","17,400.00"
Daishi Hokuetsu Financial Group Inc.,"=""0.00186%""","$111,407","6,100.00"
Talanx AG,"=""0.00186%""","$111,333","3,043.00"
LIC Housing Finance Ltd.,"=""0.00186%""","$111,270","31,712.00"
HTC Corp.,"=""0.00186%""","$111,253","109,000.00"
Toda Corp.,"=""0.00185%""","$110,756","17,400.00"
Hithink RoyalFlush Information Network Co. Ltd. Class A,"=""0.00185%""","$110,744","5,400.00"
Yealink Network Technology Corp. Ltd. Class A,"=""0.00185%""","$110,938","12,300.00"
Hanon Systems,"=""0.00184%""","$110,476","13,215.00"
Daiichikosho Co. Ltd.,"=""0.00184%""","$110,323","4,100.00"
AMOREPACIFIC Group,"=""0.00184%""","$110,501","2,470.00"
Mabanee Co. SAK,"=""0.00184%""","$110,312","55,768.00"
Continental Resources Inc./OK,"=""0.00183%""","$109,964","6,360.00"
Ushio Inc.,"=""0.00183%""","$109,710","9,400.00"
Japan Aviation Electronics Industry Ltd.,"=""0.00183%""","$109,686","8,700.00"
Beijing Enlight Media Co. Ltd. Class A,"=""0.00183%""","$109,606","57,500.00"
Ratchaburi Electricity Generating Holding PCL (Foreign),"=""0.00183%""","$109,986","57,400.00"
Svenska Handelsbanken AB Class B,"=""0.00183%""","$109,823","10,404.00"
Lingyi iTech Guangdong Co. Class A,"=""0.00182%""","$109,128","64,200.00"
NanJi E-Commerce Co. Ltd. Class A,"=""0.00182%""","$109,219","38,900.00"
Bancolombia SA,"=""0.00182%""","$109,160","15,186.00"
Alkem Laboratories Ltd.,"=""0.00181%""","$108,708","3,055.00"
Chow Tai Fook Jewellery Group Ltd.,"=""0.00181%""","$108,601","100,800.00"
Shanghai Pharmaceuticals Holding Co. Ltd. Class H,"=""0.00180%""","$108,124","60,900.00"
China Vanke Co. Ltd. Class A,"=""0.00180%""","$107,710","28,000.00"
Gemdale Corp. Class A,"=""0.00180%""","$108,074","53,900.00"
Zoomlion Heavy Industry Science and Technology Co. Ltd. Class A,"=""0.00179%""","$107,493","90,800.00"
Formosa Taffeta Co. Ltd.,"=""0.00179%""","$107,215","104,000.00"
Shanghai Pharmaceuticals Holding Co. Ltd. Class A,"=""0.00179%""","$107,241","36,500.00"
Amano Corp.,"=""0.00178%""","$107,013","5,700.00"
GrandVision NV,"=""0.00178%""","$106,673","3,720.00"
1&1 Drillisch AG,"=""0.00178%""","$106,862","4,020.00"
Tower Bersama Infrastructure Tbk PT,"=""0.00178%""","$106,496","1,205,300.00"
China Petroleum & Chemical Corp. Class A,"=""0.00177%""","$105,830","184,600.00"
Babcock International Group plc,"=""0.00177%""","$105,828","27,958.00"
Daqin Railway Co. Ltd. Class A,"=""0.00177%""","$105,946","113,900.00"
Chongqing Changan Automobile Co. Ltd. Class A,"=""0.00177%""","$105,825","66,700.00"
Citic Pacific Special Steel Group Co. Ltd. Class A,"=""0.00176%""","$105,625","37,910.00"
CRRC Corp. Ltd. Class H,"=""0.00176%""","$105,446","242,500.00"
Sodexo SA - French Loyalty Line,"=""0.00176%""","$105,511","1,531.00"
Cia Paranaense de Energia,"=""0.00176%""","$105,819","8,300.00"
All Winner Technology Co. Ltd. Class A,"=""0.00176%""","$105,772","18,000.00"
VTech Holdings Ltd.,"=""0.00176%""","$105,258","19,400.00"
Johnson Electric Holdings Ltd.,"=""0.00175%""","$105,107","57,125.00"
Electrolux Professional AB Class B,"=""0.00175%""","$105,003","26,807.00"
Dali Foods Group Co. Ltd.,"=""0.00175%""","$104,668","171,500.00"
China United Network Communications Ltd. Class A,"=""0.00175%""","$105,062","144,300.00"
Arabian Centres Co. Ltd.,"=""0.00175%""","$104,743","16,874.00"
China Hongqiao Group Ltd.,"=""0.00174%""","$104,213","181,500.00"
Mitsubishi Motors Corp.,"=""0.00174%""","$104,432","53,600.00"
Whirlpool of India Ltd.,"=""0.00174%""","$104,325","3,765.00"
Abu Dhabi Islamic Bank PJSC,"=""0.00174%""","$104,303","103,546.00"
China Railway Construction Corp. Ltd. Class A,"=""0.00173%""","$103,682","82,300.00"
Neoenergia SA,"=""0.00173%""","$103,601","25,500.00"
Shanghai Electric Group Co. Ltd. Class A,"=""0.00172%""","$103,422","131,200.00"
Samsonite International SA,"=""0.00172%""","$103,027","110,135.00"
Hyundai Motor Co. Preference Shares,"=""0.00171%""","$102,568","1,771.00"
easyJet plc,"=""0.00171%""","$102,426","15,823.00"
B Grimm Power PCL,"=""0.00171%""","$102,455","65,200.00"
HDFC Asset Management Co. Ltd.,"=""0.00171%""","$102,656","3,174.00"
NARI Technology Co. Ltd. Class A,"=""0.00170%""","$102,028","33,500.00"
Harvey Norman Holdings Ltd.,"=""0.00170%""","$101,926","38,206.00"
IDP Education Ltd.,"=""0.00170%""","$101,743","10,667.00"
Metro Pacific Investments Corp.,"=""0.00170%""","$101,935","1,605,600.00"
Shiga Bank Ltd.,"=""0.00170%""","$101,841","4,700.00"
Humansoft Holding Co. KSC,"=""0.00169%""","$101,547","11,358.00"
Sanan Optoelectronics Co. Ltd. Class A,"=""0.00168%""","$100,775","26,100.00"
Air Arabia PJSC,"=""0.00168%""","$100,515","321,050.00"
LG Household & Health Care Ltd. Preference Shares,"=""0.00167%""","$100,082",167.00
Maanshan Iron & Steel Co. Ltd. Class A,"=""0.00166%""","$99,607","257,400.00"
Toshiba TEC Corp.,"=""0.00166%""","$99,470","2,600.00"
International Consolidated Airlines Group SA (London Shares),"=""0.00166%""","$99,453","45,993.00"
Gol Linhas Aereas Inteligentes SA Preference Shares,"=""0.00166%""","$99,427","28,900.00"
Datang International Power Generation Co. Ltd. Class A,"=""0.00165%""","$98,858","288,600.00"
China Coal Energy Co. Ltd. Class A,"=""0.00164%""","$98,555","166,500.00"
Barito Pacific Tbk PT,"=""0.00164%""","$98,188","1,509,000.00"
Toyo Tire Corp.,"=""0.00164%""","$98,265","7,400.00"
Mahindra & Mahindra Ltd. GDR,"=""0.00163%""","$97,576","12,197.00"
Pick n Pay Stores Ltd.,"=""0.00163%""","$97,947","37,032.00"
SOHO China Ltd.,"=""0.00163%""","$97,732","263,000.00"
Gigadevice Semiconductor Beijing Inc. Class A,"=""0.00163%""","$97,547","2,940.00"
Castrol India Ltd.,"=""0.00162%""","$96,929","63,918.00"
Guangzhou Baiyunshan Pharmaceutical Holdings Co. Ltd. Class A,"=""0.00162%""","$96,926","18,199.00"
Electricite de France SA,"=""0.00162%""","$97,080","9,602.00"
Metallurgical Corp. of China Ltd. Class A,"=""0.00161%""","$96,754","241,100.00"
Shanghai International Airport Co. Ltd. Class A,"=""0.00161%""","$96,386","9,900.00"
AVI Ltd.,"=""0.00161%""","$96,645","23,301.00"
Pilot Corp.,"=""0.00161%""","$96,496","3,500.00"
Yonghui Superstores Co. Ltd. Class A,"=""0.00161%""","$96,248","74,699.00"
Aselsan Elektronik Sanayi Ve Ticaret AS,"=""0.00161%""","$96,674","19,136.00"
Qingdao Port International Co. Ltd. Class A,"=""0.00158%""","$94,474","101,100.00"
Motherson Sumi Systems Ltd.,"=""0.00158%""","$94,955","74,856.00"
Electricite de France SA,"=""0.00158%""","$95,007","9,397.00"
AMMB Holdings Bhd.,"=""0.00158%""","$94,524","138,200.00"
Lpp SA,"=""0.00157%""","$94,301",51.00
WiseTech Global Ltd.,"=""0.00157%""","$93,994","6,347.00"
Kobe Steel Ltd.,"=""0.00156%""","$93,347","29,200.00"
Zhejiang Expressway Co. Ltd. Class H,"=""0.00156%""","$93,644","126,000.00"
Engie Brasil Energia SA,"=""0.00156%""","$93,567","10,550.00"
Aboitiz Power Corp.,"=""0.00156%""","$93,740","179,600.00"
Parque Arauco SA,"=""0.00156%""","$93,673","54,749.00"
Champion REIT,"=""0.00156%""","$93,334","176,000.00"
Investec plc,"=""0.00156%""","$93,266","47,216.00"
Gunma Bank Ltd.,"=""0.00155%""","$92,979","29,700.00"
China Oilfield Services Ltd. Class H,"=""0.00153%""","$91,809","118,000.00"
Wan Hai Lines Ltd.,"=""0.00153%""","$91,471","154,000.00"
CSG Holding Co. Ltd. Class B,"=""0.00152%""","$90,921","301,134.00"
Cheil Worldwide Inc.,"=""0.00152%""","$91,101","5,653.00"
BAIC Motor Corp. Ltd. Class H,"=""0.00151%""","$90,523","185,600.00"
Bumrungrad Hospital PCL (Foreign),"=""0.00151%""","$90,330","24,600.00"
Yuexiu Property Co. Ltd.,"=""0.00151%""","$90,626","494,625.00"
Lee & Man Paper Manufacturing Ltd.,"=""0.00150%""","$89,858","146,000.00"
Japan Steel Works Ltd.,"=""0.00150%""","$90,071","6,400.00"
Nissan Shatai Co. Ltd.,"=""0.00150%""","$90,181","12,100.00"
China Southern Airlines Co. Ltd. Class H,"=""0.00150%""","$89,863","194,000.00"
Embassy Office Parks REIT,"=""0.00150%""","$90,006","18,800.00"
Fuyo General Lease Co. Ltd.,"=""0.00150%""","$89,889","1,600.00"
China National Accord Medicines Corp. Ltd. Class B,"=""0.00149%""","$89,327","30,100.00"
Shanghai Industrial Holdings Ltd.,"=""0.00148%""","$88,940","61,000.00"
Anhui Gujing Distillery Co. Ltd. Class A,"=""0.00148%""","$88,489","2,900.00"
Telekom Austria AG Class A,"=""0.00148%""","$88,684","11,755.00"
CSR Ltd.,"=""0.00147%""","$88,273","35,269.00"
TS Tech Co. Ltd.,"=""0.00147%""","$88,286","3,500.00"
Strauss Group Ltd.,"=""0.00147%""","$88,220","3,110.00"
Sodexo SA,"=""0.00147%""","$88,006","1,277.00"
Transcend Information Inc.,"=""0.00147%""","$87,866","39,000.00"
SITC International Holdings Co. Ltd.,"=""0.00145%""","$87,222","87,000.00"
Container Corp. Of India Ltd.,"=""0.00145%""","$87,009","14,430.00"
S-1 Corp.,"=""0.00145%""","$86,672","1,141.00"
Glory Ltd.,"=""0.00145%""","$86,749","4,000.00"
Oci Nv,"=""0.00144%""","$86,101","7,274.00"
Delta Electronics Thailand PCL,"=""0.00144%""","$86,265","23,700.00"
Luye Pharma Group Ltd.,"=""0.00144%""","$86,440","137,000.00"
Shanghai Yuyuan Tourist Mart Group Co. Ltd. Class A,"=""0.00144%""","$86,549","58,800.00"
Liberty Holdings Ltd.,"=""0.00144%""","$86,329","21,383.00"
Hitachi Transport System Ltd.,"=""0.00143%""","$85,714","2,900.00"
Helixmith Co. Ltd.,"=""0.00143%""","$85,505","1,883.00"
China Southern Airlines Co. Ltd. Class A,"=""0.00143%""","$85,482","111,900.00"
Cielo SA,"=""0.00143%""","$85,607","82,989.00"
Taiwan Secom Co. Ltd.,"=""0.00142%""","$85,135","29,000.00"
NOK Corp.,"=""0.00142%""","$85,329","7,900.00"
CPFL Energia SA,"=""0.00142%""","$85,047","14,100.00"
China International Marine Containers Group Co. Ltd. Class A,"=""0.00141%""","$84,748","70,900.00"
COSCO SHIPPING Energy Transportation Co. Ltd. Class A,"=""0.00141%""","$84,368","82,100.00"
AIB Group plc,"=""0.00141%""","$84,796","67,842.00"
Sumitomo Osaka Cement Co. Ltd.,"=""0.00140%""","$83,822","2,500.00"
POSCO Chemical Co. Ltd.,"=""0.00140%""","$84,204","1,327.00"
Zhejiang Huace Film & TV Co. Ltd. Class A,"=""0.00140%""","$84,129","81,300.00"
DWS Group GmbH & Co. KGaA,"=""0.00140%""","$83,986","2,231.00"
Nippon Paper Industries Co. Ltd.,"=""0.00138%""","$82,773","6,600.00"
Kawasaki Kisen Kaisha Ltd.,"=""0.00138%""","$82,539","9,100.00"
H.U. Group Holdings Inc.,"=""0.00138%""","$82,658","3,700.00"
Vocus Group Ltd.,"=""0.00138%""","$82,722","39,913.00"
Eurobank Ergasias Services and Holdings SA,"=""0.00138%""","$82,605","196,335.00"
Haci Omer Sabanci Holding AS (Bearer),"=""0.00138%""","$82,746","68,917.00"
Embraer SA,"=""0.00137%""","$82,237","56,256.00"
Shanghai Zhenhua Heavy Industries Co. Ltd. Class B,"=""0.00137%""","$82,385","334,900.00"
Srisawad Corp. PCL,"=""0.00137%""","$82,046","53,300.00"
Usinas Siderurgicas de Minas Gerais SA Preference Shares,"=""0.00136%""","$81,558","52,223.00"
Alony Hetz Properties & Investments Ltd.,"=""0.00136%""","$81,512","7,623.00"
Poly Property Group Co. Ltd.,"=""0.00136%""","$81,541","259,000.00"
Swatch Group AG (Registered),"=""0.00135%""","$80,790","2,028.00"
China Oilfield Services Ltd. Class A,"=""0.00134%""","$80,534","40,600.00"
Focus Media Information Technology Co. Ltd. Class A,"=""0.00134%""","$80,513","92,700.00"
Yageo Corp. GDR,"=""0.00133%""","$79,674","1,200.00"
DMG Mori Co. Ltd.,"=""0.00133%""","$79,660","7,500.00"
Pakistan Petroleum Ltd.,"=""0.00132%""","$78,934","132,018.00"
Motor Oil Hellas Corinth Refineries SA,"=""0.00132%""","$79,016","5,841.00"
DLF Ltd.,"=""0.00132%""","$79,325","42,044.00"
African Rainbow Minerals Ltd.,"=""0.00131%""","$78,585","6,893.00"
Maeda Corp.,"=""0.00131%""","$78,555","11,600.00"
Chongqing Changan Automobile Co. Ltd. Class B,"=""0.00131%""","$78,657","143,100.00"
Mphasis Ltd.,"=""0.00131%""","$78,288","5,058.00"
China Railway Signal & Communication Corp. Ltd. Class H,"=""0.00130%""","$77,834","179,000.00"
DeNA Co. Ltd.,"=""0.00130%""","$77,725","6,900.00"
Banpu PCL,"=""0.00129%""","$77,213","433,818.00"
Shengyi Technology Co. Ltd. Class A,"=""0.00129%""","$77,520","18,800.00"
Zoomlion Heavy Industry Science and Technology Co. Ltd. Class H,"=""0.00129%""","$77,430","75,200.00"
Doosan Heavy Industries & Construction Co. Ltd.,"=""0.00129%""","$77,635","8,809.00"
Sims Ltd.,"=""0.00129%""","$77,065","13,517.00"
Bosch Ltd.,"=""0.00129%""","$77,270",442.00
China Resources Pharmaceutical Group Ltd.,"=""0.00129%""","$77,495","136,500.00"
Nufarm Ltd./Australia,"=""0.00128%""","$77,035","26,721.00"
Mytilineos SA,"=""0.00128%""","$76,809","8,285.00"
OSG Corp.,"=""0.00128%""","$76,985","5,700.00"
Mochida Pharmaceutical Co. Ltd.,"=""0.00128%""","$76,866","2,100.00"
Mediaset SPA,"=""0.00128%""","$77,013","43,274.00"
Chongqing Rural Commercial Bank Co. Ltd. Class H,"=""0.00128%""","$76,979","190,000.00"
Zhejiang Yasha Decoration Co. Ltd. Class A,"=""0.00127%""","$76,120","34,600.00"
Wacoal Holdings Corp.,"=""0.00126%""","$75,589","4,500.00"
Haitong Securities Co. Ltd. Class A,"=""0.00126%""","$75,782","37,500.00"
Ariake Japan Co. Ltd.,"=""0.00125%""","$74,681","1,200.00"
Seb SA Frf20(Prime Fidelite)(Regd),"=""0.00125%""","$75,048",453.00
Aliansce Sonae Shopping Centers sa,"=""0.00125%""","$75,134","14,100.00"
Bloomberry Resorts Corp.,"=""0.00124%""","$74,468","580,900.00"
Grupo Carso SAB de CV,"=""0.00123%""","$73,955","37,300.00"
COSCO SHIPPING Ports Ltd.,"=""0.00123%""","$74,021","142,000.00"
Central China Securities Co. Ltd. Class H,"=""0.00123%""","$73,856","360,000.00"
Nippon Electric Glass Co. Ltd.,"=""0.00122%""","$73,035","4,500.00"
Buzzi Unicem SPA,"=""0.00121%""","$72,369","5,625.00"
Orient Corp.,"=""0.00121%""","$72,409","75,800.00"
Husky Energy Inc.,"=""0.00120%""","$72,088","22,404.00"
Fleury SA,"=""0.00120%""","$71,825","14,600.00"
Federal Bank Ltd.,"=""0.00120%""","$71,944","99,858.00"
Seera Group Holding,"=""0.00119%""","$71,643","16,070.00"
Fujitsu General Ltd.,"=""0.00118%""","$70,463","2,900.00"
Saudi Ground Services Co.,"=""0.00117%""","$69,855","8,972.00"
Kokuyo Co. Ltd.,"=""0.00117%""","$70,340","6,700.00"
SEB SA (loyalty line 2021) NEW,"=""0.00117%""","$69,912",422.00
Edf Common Stock,"=""0.00117%""","$70,166","6,940.00"
Cia Energetica de Minas Gerais,"=""0.00117%""","$70,421","30,000.00"
Alpha Bank AE,"=""0.00117%""","$70,340","113,954.00"
RBL Bank Ltd.,"=""0.00117%""","$69,848","30,820.00"
BNK Financial Group Inc.,"=""0.00117%""","$69,938","16,211.00"
Ald SA,"=""0.00116%""","$69,331","6,914.00"
NHK Spring Co. Ltd.,"=""0.00116%""","$69,398","12,500.00"
Amorepacific Corp. Preference Shares,"=""0.00116%""","$69,584","1,348.00"
Eva Airways Corp.,"=""0.00116%""","$69,442","187,491.00"
Suning.com Co. Ltd. Class A,"=""0.00115%""","$69,007","46,700.00"
Bajaj Holdings & Investment Ltd.,"=""0.00115%""","$68,948","1,942.00"
Wacker Chemie AG,"=""0.00114%""","$68,605",758.00
Sichuan Expressway Co. Ltd. Class A,"=""0.00114%""","$68,563","134,000.00"
REC Ltd.,"=""0.00114%""","$68,400","51,095.00"
Platinum Asset Management Ltd.,"=""0.00114%""","$68,241","25,511.00"
Mahindra & Mahindra Financial Services Ltd.,"=""0.00114%""","$68,124","39,129.00"
Inspur Electronic Information Industry Co. Ltd. Class A,"=""0.00114%""","$68,551","12,600.00"
SEB SA COMMON STOCK NPV,"=""0.00114%""","$68,090",411.00
Kerry Logistics Network Ltd.,"=""0.00113%""","$68,005","41,500.00"
Ninety One plc,"=""0.00113%""","$67,548","23,608.00"
Voltas Ltd.,"=""0.00112%""","$67,373","8,423.00"
Bosideng International Holdings Ltd.,"=""0.00112%""","$67,054","232,000.00"
Hokuhoku Financial Group Inc.,"=""0.00112%""","$67,417","8,100.00"
