Holding name,% of funds,Market value,Shares
Phoenix Group Holdings plc,"=""0.01078%""","$66,171","7,655.00"
Canadian Tire Corp. Ltd. Class A,"=""0.01077%""","$66,101",717.00
Noble Energy Inc.,"=""0.01075%""","$65,964","6,603.00"
Randstad NV,"=""0.01074%""","$65,918","1,371.00"
Singapore Exchange Ltd.,"=""0.01068%""","$65,536","11,000.00"
Nielsen Holdings plc,"=""0.01064%""","$65,296","4,525.00"
Schroders plc,"=""0.01064%""","$65,339","1,679.00"
Old Republic International Corp.,"=""0.01056%""","$64,842","4,035.00"
Hikari Tsushin Inc.,"=""0.01054%""","$64,693",300.00
SBI Holdings Inc./Japan,"=""0.01054%""","$64,709","3,100.00"
Sofina SA,"=""0.01050%""","$64,449",229.00
DiaSorin SPA,"=""0.01049%""","$64,385",328.00
Welcia Holdings Co. Ltd.,"=""0.01046%""","$64,220",700.00
Xinyi Solar Holdings Ltd.,"=""0.01045%""","$64,118","58,600.00"
Evonik Industries AG,"=""0.01041%""","$63,931","2,364.00"
Amundi SA,"=""0.01040%""","$63,869",840.00
Derwent London plc,"=""0.01038%""","$63,718","1,688.00"
Electrolux AB Class B,"=""0.01036%""","$63,620","3,391.00"
SK Telecom Co. Ltd.,"=""0.01034%""","$63,481",343.00
Avast plc,"=""0.01034%""","$63,489","8,420.00"
British Land Co. plc,"=""0.01031%""","$63,259","13,165.00"
Mosaic Co.,"=""0.01029%""","$63,188","4,691.00"
Samsung SDS Co. Ltd.,"=""0.01027%""","$63,028",451.00
Engie SA,"=""0.01025%""","$62,907","4,712.00"
Taiyo Yuden Co. Ltd.,"=""0.01023%""","$62,801","2,000.00"
Daito Trust Construction Co. Ltd.,"=""0.01020%""","$62,590",800.00
Hanesbrands Inc.,"=""0.01013%""","$62,172","4,400.00"
Mohawk Industries Inc.,"=""0.01011%""","$62,043",777.00
Samsung Fire & Marine Insurance Co. Ltd.,"=""0.01006%""","$61,754",429.00
Marathon Oil Corp.,"=""0.01004%""","$61,647","11,229.00"
Accor SA,"=""0.01000%""","$61,409","2,445.00"
Idemitsu Kosan Co. Ltd.,"=""0.00999%""","$61,320","2,974.00"
Tohoku Electric Power Co. Inc.,"=""0.00998%""","$61,293","6,500.00"
Aramark,"=""0.00997%""","$61,206","2,898.00"
Sekisui Chemical Co. Ltd.,"=""0.00993%""","$60,948","4,500.00"
Hoshizaki Corp.,"=""0.00991%""","$60,834",800.00
Teck Resources Ltd. Class B,"=""0.00990%""","$60,774","5,999.00"
Nemetschek SE,"=""0.00990%""","$60,801",824.00
Nagoya Railroad Co. Ltd.,"=""0.00986%""","$60,516","2,400.00"
Great-West Lifeco Inc.,"=""0.00985%""","$60,495","3,422.00"
Zillow Group Inc. Class A,"=""0.00984%""","$60,396",887.00
Lanxess AG,"=""0.00983%""","$60,355","1,160.00"
Liberty Global plc Class A,"=""0.00982%""","$60,268","2,575.00"
Schindler Holding AG (Registered),"=""0.00980%""","$60,137",241.00
Epiroc AB Class B,"=""0.00978%""","$60,011","4,404.00"
Henderson Land Development Co. Ltd.,"=""0.00978%""","$60,029","16,015.00"
Clariant AG,"=""0.00977%""","$59,955","3,171.00"
ConvaTec Group plc,"=""0.00976%""","$59,922","22,446.00"
Remy Cointreau SA,"=""0.00974%""","$59,781",372.00
Meridian Energy Ltd.,"=""0.00969%""","$59,508","18,381.00"
Southwest Airlines Co.,"=""0.00965%""","$59,247","1,918.00"
Want Want China Holdings Ltd.,"=""0.00964%""","$59,147","80,000.00"
Woori Financial Group Inc.,"=""0.00964%""","$59,145","8,290.00"
Oil Search Ltd.,"=""0.00962%""","$59,034","28,191.00"
KGHM Polska Miedz SA,"=""0.00961%""","$58,977","1,746.00"
Atlas Arteria Ltd.,"=""0.00960%""","$58,900","12,444.00"
Polski Koncern Naftowy ORLEN SA,"=""0.00959%""","$58,882","4,124.00"
Delta Air Lines Inc.,"=""0.00959%""","$58,854","2,357.00"
Scor Se,"=""0.00959%""","$58,852","2,283.00"
News Corp. Class A,"=""0.00957%""","$58,741","4,618.00"
Inter Pipeline Ltd.,"=""0.00955%""","$58,623","6,257.00"
Metso Outotec Oyj,"=""0.00954%""","$58,540","9,001.00"
Kimco Realty Corp.,"=""0.00954%""","$58,560","5,252.00"
Koito Manufacturing Co. Ltd.,"=""0.00953%""","$58,522","1,500.00"
HollyFrontier Corp.,"=""0.00952%""","$58,410","2,124.00"
REA Group Ltd.,"=""0.00952%""","$58,425",751.00
Harley-Davidson Inc.,"=""0.00950%""","$58,333","2,241.00"
Targa Resources Corp.,"=""0.00947%""","$58,112","3,179.00"
Amorepacific Corp.,"=""0.00947%""","$58,101",417.00
People's United Financial Inc.,"=""0.00947%""","$58,137","5,388.00"
Pigeon Corp.,"=""0.00946%""","$58,096","1,500.00"
Weir Group plc,"=""0.00945%""","$57,979","3,692.00"
DS Smith plc,"=""0.00942%""","$57,838","16,871.00"
Lenovo Group Ltd.,"=""0.00942%""","$57,846","96,000.00"
Kyushu Electric Power Co. Inc.,"=""0.00940%""","$57,690","6,900.00"
Devon Energy Corp.,"=""0.00936%""","$57,433","5,475.00"
Elia Group SA/NV,"=""0.00936%""","$57,457",527.00
Huhtamaki Oyj,"=""0.00934%""","$57,303","1,282.00"
BlueScope Steel Ltd.,"=""0.00933%""","$57,266","7,136.00"
Sodexo SA,"=""0.00932%""","$57,200",830.00
Canopy Growth Corp.,"=""0.00931%""","$57,119","3,128.00"
NH Foods Ltd.,"=""0.00926%""","$56,867","1,300.00"
Hongkong Land Holdings Ltd.,"=""0.00926%""","$56,850","15,000.00"
Bellway plc,"=""0.00924%""","$56,707","1,697.00"
Keihan Holdings Co. Ltd.,"=""0.00923%""","$56,673","1,400.00"
CapitaLand Commercial Trust,"=""0.00921%""","$56,544","48,161.00"
Carl Zeiss Meditec AG,"=""0.00920%""","$56,503",539.00
Centrica plc,"=""0.00920%""","$56,480","88,236.00"
Azbil Corp.,"=""0.00919%""","$56,436","1,700.00"
Norsk Hydro ASA,"=""0.00916%""","$56,245","20,104.00"
Ricoh Co. Ltd.,"=""0.00915%""","$56,181","8,800.00"
Isuzu Motors Ltd.,"=""0.00914%""","$56,091","6,900.00"
Chugoku Electric Power Co. Inc.,"=""0.00913%""","$56,037","4,600.00"
Rheinmetall AG,"=""0.00907%""","$55,697",587.00
Orion Oyj Class B,"=""0.00907%""","$55,683","1,272.00"
JB Hi-Fi Ltd.,"=""0.00902%""","$55,384","1,691.00"
Trelleborg AB Class B,"=""0.00899%""","$55,215","3,567.00"
Swedish Orphan Biovitrum AB,"=""0.00897%""","$55,091","2,628.00"
Poste Italiane SPA,"=""0.00897%""","$55,083","6,009.00"
Elekta AB Class B,"=""0.00893%""","$54,826","5,348.00"
Cosmos Pharmaceutical Corp.,"=""0.00893%""","$54,847",300.00
Rubis SCA,"=""0.00891%""","$54,671","1,157.00"
National Oilwell Varco Inc.,"=""0.00890%""","$54,626","4,746.00"
Liberty Media Corp-Liberty SiriusXM Class A,"=""0.00890%""","$54,620","1,570.00"
Verbund AG,"=""0.00889%""","$54,565","1,036.00"
Lundin Energy AB,"=""0.00888%""","$54,508","2,356.00"
Uniper SE,"=""0.00888%""","$54,508","1,570.00"
Tryg A/S,"=""0.00885%""","$54,306","1,838.00"
MDU Resources Group Inc.,"=""0.00880%""","$54,044","2,576.00"
Nabtesco Corp.,"=""0.00879%""","$53,968","1,800.00"
Nippon Shinyaku Co. Ltd.,"=""0.00877%""","$53,826",700.00
Yamaha Motor Co. Ltd.,"=""0.00875%""","$53,717","3,700.00"
Husqvarna AB,"=""0.00872%""","$53,553","5,608.00"
Ansell Ltd.,"=""0.00872%""","$53,550","1,942.00"
Square Enix Holdings Co. Ltd.,"=""0.00869%""","$53,343","1,000.00"
Imperial Oil Ltd.,"=""0.00868%""","$53,286","3,407.00"
Hyundai Motor Co. Preference Shares,"=""0.00868%""","$53,282",920.00
Sino Land Co. Ltd.,"=""0.00868%""","$53,310","44,000.00"
LIXIL Group Corp.,"=""0.00867%""","$53,192","4,000.00"
thyssenkrupp AG,"=""0.00867%""","$53,210","6,849.00"
Rexel SA,"=""0.00867%""","$53,232","4,508.00"
Koninklijke Vopak NV,"=""0.00865%""","$53,110",969.00
Toppan Printing Co. Ltd.,"=""0.00865%""","$53,106","3,547.00"
ICA Gruppen AB,"=""0.00859%""","$52,705","1,070.00"
Unum Group,"=""0.00859%""","$52,741","3,061.00"
SUMCO Corp.,"=""0.00857%""","$52,637","3,446.00"
Miura Co. Ltd.,"=""0.00855%""","$52,502","1,400.00"
JFE Holdings Inc.,"=""0.00854%""","$52,401","8,100.00"
Sydney Airport,"=""0.00853%""","$52,375","13,964.00"
Budweiser Brewing Co. APAC Ltd.,"=""0.00851%""","$52,210","14,400.00"
Nippon Express Co. Ltd.,"=""0.00849%""","$52,123","1,100.00"
Korea Electric Power Corp.,"=""0.00848%""","$52,071","3,248.00"
GMO Payment Gateway Inc.,"=""0.00847%""","$52,019",500.00
Nisshin Seifun Group Inc.,"=""0.00846%""","$51,934","3,400.00"
Telecom Italia SPA (Registered),"=""0.00846%""","$51,935","128,873.00"
Tokyo Electric Power Co. Holdings Inc.,"=""0.00846%""","$51,906","19,600.00"
Powszechny Zaklad Ubezpieczen SA,"=""0.00846%""","$51,902","7,168.00"
J Sainsbury plc,"=""0.00843%""","$51,763","21,073.00"
Amplifon SPA,"=""0.00842%""","$51,658","1,509.00"
Coway Co. Ltd.,"=""0.00838%""","$51,438",799.00
ManpowerGroup Inc.,"=""0.00836%""","$51,317",746.00
Canadian Utilities Ltd. Class A,"=""0.00833%""","$51,123","1,993.00"
AVEVA Group plc,"=""0.00833%""","$51,151",940.00
Keisei Electric Railway Co. Ltd.,"=""0.00831%""","$50,986","2,100.00"
Ralph Lauren Corp. Class A,"=""0.00829%""","$50,908",714.00
Tosoh Corp.,"=""0.00827%""","$50,748","3,800.00"
Kuraray Co. Ltd.,"=""0.00827%""","$50,756","5,200.00"
Jeronimo Martins SGPS SA,"=""0.00826%""","$50,695","2,999.00"
Yamada Denki Co. Ltd.,"=""0.00824%""","$50,571","11,700.00"
Wyndham Hotels & Resorts Inc.,"=""0.00824%""","$50,607","1,146.00"
Toho Co. Ltd./Tokyo,"=""0.00821%""","$50,407","1,700.00"
NET One Systems Co. Ltd.,"=""0.00820%""","$50,350","1,300.00"
Ipsen SA,"=""0.00818%""","$50,237",520.00
Shimizu Corp.,"=""0.00815%""","$50,052","7,000.00"
Domino's Pizza Enterprises Ltd.,"=""0.00814%""","$49,990",943.00
Kansai Paint Co. Ltd.,"=""0.00813%""","$49,920","2,600.00"
Anritsu Corp.,"=""0.00813%""","$49,893","2,100.00"
Fastighets AB Balder Class B,"=""0.00809%""","$49,680","1,203.00"
Hiscox Ltd.,"=""0.00808%""","$49,600","4,835.00"
Southern Copper Corp.,"=""0.00807%""","$49,567","1,134.00"
CK Infrastructure Holdings Ltd.,"=""0.00807%""","$49,521","9,500.00"
AerCap Holdings NV,"=""0.00805%""","$49,390","1,834.00"
Tapestry Inc.,"=""0.00805%""","$49,405","3,698.00"
AMP Ltd.,"=""0.00796%""","$48,881","46,526.00"
Wartsila OYJ Abp,"=""0.00793%""","$48,684","5,815.00"
Xerox Holdings Corp.,"=""0.00793%""","$48,668","2,923.00"
Mapletree Logistics Trust,"=""0.00792%""","$48,617","31,300.00"
Yokogawa Electric Corp.,"=""0.00790%""","$48,516","3,200.00"
Itochu Techno-Solutions Corp.,"=""0.00790%""","$48,520","1,200.00"
Renesas Electronics Corp.,"=""0.00790%""","$48,523","8,876.00"
Tingyi Cayman Islands Holding Corp.,"=""0.00789%""","$48,443","26,000.00"
Jefferies Financial Group Inc.,"=""0.00788%""","$48,373","2,986.00"
Venture Corp. Ltd.,"=""0.00787%""","$48,297","3,700.00"
Tate & Lyle plc,"=""0.00787%""","$48,325","5,654.00"
Oji Holdings Corp.,"=""0.00786%""","$48,274","11,600.00"
Ryman Healthcare Ltd.,"=""0.00786%""","$48,268","5,448.00"
Acuity Brands Inc.,"=""0.00785%""","$48,163",486.00
Flowserve Corp.,"=""0.00785%""","$48,215","1,730.00"
Signify NV,"=""0.00784%""","$48,142","1,606.00"
Kakaku.com Inc.,"=""0.00784%""","$48,104","2,000.00"
Keikyu Corp.,"=""0.00784%""","$48,118","3,700.00"
Oracle Corp. Japan,"=""0.00781%""","$47,971",400.00
Howden Joinery Group plc,"=""0.00777%""","$47,717","7,415.00"
Toho Gas Co. Ltd.,"=""0.00776%""","$47,650","1,100.00"
Israel Discount Bank Ltd. Class A,"=""0.00776%""","$47,632","15,688.00"
Norwegian Cruise Line Holdings Ltd.,"=""0.00771%""","$47,358","3,472.00"
Colruyt SA,"=""0.00770%""","$47,294",807.00
ABN AMRO Bank NV,"=""0.00767%""","$47,078","5,668.00"
Alfresa Holdings Corp.,"=""0.00766%""","$47,031","2,300.00"
Liberty Broadband Corp. Class A,"=""0.00761%""","$46,713",346.00
Fresnillo plc,"=""0.00757%""","$46,491","2,874.00"
Jardine Strategic Holdings Ltd.,"=""0.00757%""","$46,460","2,300.00"
Invesco Ltd.,"=""0.00756%""","$46,395","4,621.00"
Japan Post Bank Co. Ltd.,"=""0.00754%""","$46,284","6,226.00"
CapitaLand Mall Trust,"=""0.00754%""","$46,309","33,600.00"
ALS Ltd.,"=""0.00753%""","$46,225","7,592.00"
Bayerische Motoren Werke AG Preference Shares,"=""0.00753%""","$46,204",897.00
Rohto Pharmaceutical Co. Ltd.,"=""0.00752%""","$46,179","1,500.00"
Iliad SA,"=""0.00750%""","$46,044",234.00
Vicinity Centres,"=""0.00744%""","$45,648","48,775.00"
JD Sports Fashion plc,"=""0.00743%""","$45,601","5,737.00"
Unione di Banche Italiane SPA,"=""0.00743%""","$45,639","10,799.00"
Bollore SA,"=""0.00742%""","$45,535","13,607.00"
IMI plc,"=""0.00740%""","$45,424","3,315.00"
Hulic Co. Ltd.,"=""0.00740%""","$45,416","5,300.00"
ROCKWOOL International A/S Class B,"=""0.00738%""","$45,284",139.00
Singapore Technologies Engineering Ltd.,"=""0.00738%""","$45,307","19,000.00"
JSR Corp.,"=""0.00735%""","$45,106","2,100.00"
Industrivarden AB Class C,"=""0.00732%""","$44,927","1,828.00"
Brother Industries Ltd.,"=""0.00730%""","$44,818","2,900.00"
Marui Group Co. Ltd.,"=""0.00727%""","$44,654","3,100.00"
Bank of East Asia Ltd.,"=""0.00727%""","$44,611","19,600.00"
G4S plc,"=""0.00724%""","$44,444","23,838.00"
Tokyo Century Corp.,"=""0.00724%""","$44,415",800.00
RioCan REIT,"=""0.00722%""","$44,294","3,966.00"
Casio Computer Co. Ltd.,"=""0.00721%""","$44,279","2,800.00"
Korea Shipbuilding & Offshore Engineering Co. Ltd.,"=""0.00720%""","$44,173",590.00
Korea Zinc Co. Ltd.,"=""0.00719%""","$44,131",127.00
Mazda Motor Corp.,"=""0.00719%""","$44,159","7,900.00"
PeptiDream Inc.,"=""0.00719%""","$44,164","1,100.00"
SL Green Realty Corp.,"=""0.00719%""","$44,128",949.00
Boral Ltd.,"=""0.00717%""","$43,989","17,086.00"
Faurecia SE,"=""0.00716%""","$43,948","1,130.00"
ASM Pacific Technology Ltd.,"=""0.00714%""","$43,830","3,900.00"
Mitsui Chemicals Inc.,"=""0.00711%""","$43,638","2,300.00"
Mapletree Industrial Trust,"=""0.00709%""","$43,505","18,300.00"
HLB Inc.,"=""0.00706%""","$43,365",618.00
Shizuoka Bank Ltd.,"=""0.00706%""","$43,344","6,700.00"
Travis Perkins plc,"=""0.00705%""","$43,254","2,973.00"
Elbit Systems Ltd.,"=""0.00703%""","$43,132",307.00
OZ Minerals Ltd.,"=""0.00702%""","$43,077","4,407.00"
Ibiden Co. Ltd.,"=""0.00701%""","$43,008","1,600.00"
Fox Corp. Class B,"=""0.00700%""","$42,984","1,668.00"
Capcom Co. Ltd.,"=""0.00700%""","$42,968","1,100.00"
Hirose Electric Co. Ltd.,"=""0.00699%""","$42,927",410.00
Nokian Renkaat Oyj,"=""0.00699%""","$42,879","1,781.00"
Stanley Electric Co. Ltd.,"=""0.00698%""","$42,834","1,800.00"
ITV plc,"=""0.00698%""","$42,828","57,571.00"
Schibsted ASA Class A,"=""0.00697%""","$42,789","1,174.00"
L E Lundbergforetagen AB Class B,"=""0.00696%""","$42,742",912.00
Tenaris SA,"=""0.00690%""","$42,358","7,263.00"
Haseko Corp.,"=""0.00689%""","$42,323","3,600.00"
NGK Insulators Ltd.,"=""0.00685%""","$42,030","3,400.00"
Chiba Bank Ltd.,"=""0.00683%""","$41,941","9,200.00"
Kyushu Railway Co.,"=""0.00681%""","$41,804","2,127.00"
Contact Energy Ltd.,"=""0.00681%""","$41,829","10,752.00"
Merlin Properties Socimi SA,"=""0.00681%""","$41,791","5,056.00"
Qube Holdings Ltd.,"=""0.00680%""","$41,731","21,315.00"
Coca-Cola Amatil Ltd.,"=""0.00680%""","$41,750","7,117.00"
Fuji Electric Co. Ltd.,"=""0.00679%""","$41,667","1,535.00"
USS Co. Ltd.,"=""0.00678%""","$41,604","2,800.00"
EDP Renovaveis SA,"=""0.00677%""","$41,558","2,532.00"
Hitachi Metals Ltd.,"=""0.00676%""","$41,525","3,200.00"
La Francaise des Jeux SAEM,"=""0.00674%""","$41,355","1,134.00"
NGK Spark Plug Co. Ltd.,"=""0.00673%""","$41,312","3,100.00"
Bankinter SA,"=""0.00673%""","$41,329","7,976.00"
Calbee Inc.,"=""0.00672%""","$41,251","1,300.00"
Ito En Ltd.,"=""0.00671%""","$41,180",700.00
Taiheiyo Cement Corp.,"=""0.00669%""","$41,062","1,900.00"
Rinnai Corp.,"=""0.00666%""","$40,859",500.00
Concordia Financial Group Ltd.,"=""0.00666%""","$40,886","13,900.00"
Infrastrutture Wireless Italiane SPA,"=""0.00665%""","$40,816","4,030.00"
Discovery Inc. Class A,"=""0.00664%""","$40,786","1,933.00"
Aalberts NV,"=""0.00662%""","$40,626","1,138.00"
Adevinta ASA Class B,"=""0.00662%""","$40,618","2,512.00"
Klepierre SA,"=""0.00662%""","$40,665","2,357.00"
Dino Polska SA,"=""0.00660%""","$40,484",727.00
Quilter plc,"=""0.00656%""","$40,247","20,960.00"
CJ CheilJedang Corp.,"=""0.00654%""","$40,175",124.00
Kose Corp.,"=""0.00653%""","$40,102",400.00
Banque Cantonale Vaudoise,"=""0.00651%""","$39,976",380.00
Matsumotokiyoshi Holdings Co. Ltd.,"=""0.00650%""","$39,894","1,200.00"
Kohl's Corp.,"=""0.00650%""","$39,927","2,097.00"
ESR Cayman Ltd.,"=""0.00650%""","$39,924","16,200.00"
Charter Hall Group,"=""0.00647%""","$39,729","5,266.00"
Gjensidige Forsikring ASA,"=""0.00645%""","$39,605","1,929.00"
Singapore Airlines Ltd.,"=""0.00643%""","$39,455","15,820.00"
PVH Corp.,"=""0.00640%""","$39,269",807.00
Fuchs Petrolub SE Preference Shares,"=""0.00639%""","$39,220",894.00
Hisamitsu Pharmaceutical Co. Inc.,"=""0.00639%""","$39,199",900.00
Koei Tecmo Holdings Co. Ltd.,"=""0.00639%""","$39,216","1,020.00"
Covivio,"=""0.00636%""","$39,071",539.00
Iss A/S,"=""0.00633%""","$38,849","2,518.00"
Glanbia plc,"=""0.00628%""","$38,522","3,172.00"
Wynn Macau Ltd.,"=""0.00628%""","$38,549","22,000.00"
Sun Art Retail Group Ltd.,"=""0.00622%""","$38,180","27,500.00"
Bendigo & Adelaide Bank Ltd.,"=""0.00622%""","$38,189","7,740.00"
Xinyi Glass Holdings Ltd.,"=""0.00621%""","$38,110","26,000.00"
COMSYS Holdings Corp.,"=""0.00621%""","$38,116","1,300.00"
Demant A/S,"=""0.00621%""","$38,127","1,229.00"
Vitasoy International Holdings Ltd.,"=""0.00619%""","$37,999","10,000.00"
Engie SA,"=""0.00618%""","$37,955","2,843.00"
Kyowa Exeo Corp.,"=""0.00612%""","$37,590","1,600.00"
Sohgo Security Services Co. Ltd.,"=""0.00612%""","$37,567",800.00
Hera SPA,"=""0.00611%""","$37,534","9,695.00"
Kurita Water Industries Ltd.,"=""0.00610%""","$37,460","1,400.00"
Genting Singapore Ltd.,"=""0.00610%""","$37,466","69,900.00"
Yuhan Corp.,"=""0.00607%""","$37,273",775.00
Mizrahi Tefahot Bank Ltd.,"=""0.00607%""","$37,275","1,806.00"
NSK Ltd.,"=""0.00604%""","$37,076","5,600.00"
Avangrid Inc.,"=""0.00603%""","$37,044",744.00
LINE Corp.,"=""0.00603%""","$37,009",700.00
ENGIE SA COMMON STOCK,"=""0.00603%""","$37,034","2,774.00"
TechnipFMC plc,"=""0.00599%""","$36,763","4,709.00"
Elis SA,"=""0.00599%""","$36,781","3,014.00"
Nichirei Corp.,"=""0.00599%""","$36,788","1,300.00"
Iluka Resources Ltd.,"=""0.00598%""","$36,728","5,659.00"
Tokyu Fudosan Holdings Corp.,"=""0.00596%""","$36,591","9,600.00"
Konami Holdings Corp.,"=""0.00594%""","$36,489","1,200.00"
CTS Eventim AG & Co. KGaA,"=""0.00590%""","$36,229",914.00
Air Water Inc.,"=""0.00589%""","$36,149","2,800.00"
Meggitt plc,"=""0.00586%""","$35,993","10,202.00"
Italgas SPA,"=""0.00586%""","$35,959","5,590.00"
Schibsted ASA Class B,"=""0.00585%""","$35,889","1,089.00"
Seiko Epson Corp.,"=""0.00582%""","$35,727","3,400.00"
Helvetia Holding AG,"=""0.00579%""","$35,554",393.00
JDE Peet's BV,"=""0.00577%""","$35,399",793.00
Iida Group Holdings Co. Ltd.,"=""0.00577%""","$35,415","2,300.00"
Hyundai Heavy Industries Holdings Co. Ltd.,"=""0.00576%""","$35,334",178.00
Polskie Gornictwo Naftowe i Gazownictwo SA,"=""0.00575%""","$35,311","25,746.00"
Sojitz Corp.,"=""0.00572%""","$35,116","16,800.00"
Tower Semiconductor Ltd.,"=""0.00572%""","$35,086","1,682.00"
Showa Denko KK,"=""0.00570%""","$34,987","1,700.00"
PCCW Ltd.,"=""0.00570%""","$34,959","62,000.00"
Telecom Italia SPA (Bearer),"=""0.00570%""","$35,004","87,372.00"
ANA Holdings Inc.,"=""0.00569%""","$34,939","1,700.00"
Ackermans & van Haaren NV,"=""0.00569%""","$34,930",271.00
Lawson Inc.,"=""0.00566%""","$34,758",700.00
Fukuoka Financial Group Inc.,"=""0.00566%""","$34,753","2,400.00"
Mitsubishi Gas Chemical Co. Inc.,"=""0.00565%""","$34,686","2,200.00"
Hitachi Construction Machinery Co. Ltd.,"=""0.00558%""","$34,276","1,200.00"
JGC Holdings Corp.,"=""0.00557%""","$34,215","3,400.00"
Aeroports de Paris,"=""0.00555%""","$34,056",360.00
Renishaw plc,"=""0.00554%""","$34,021",536.00
Saab AB Class B,"=""0.00553%""","$33,948","1,056.00"
Wharf Holdings Ltd.,"=""0.00553%""","$33,960","20,000.00"
Swatch Group AG (Registered),"=""0.00552%""","$33,862",850.00
Hakuhodo DY Holdings Inc.,"=""0.00552%""","$33,894","3,100.00"
Sushiro Global Holdings Ltd.,"=""0.00551%""","$33,837","1,600.00"
Crown Resorts Ltd.,"=""0.00548%""","$33,633","5,240.00"
Ryohin Keikaku Co. Ltd.,"=""0.00547%""","$33,553","2,800.00"
Coca-Cola Bottlers Japan Holdings Inc.,"=""0.00546%""","$33,517","2,250.00"
NOF Corp.,"=""0.00545%""","$33,453",900.00
Electricite de France SA,"=""0.00545%""","$33,465","3,310.00"
Kangwon Land Inc.,"=""0.00540%""","$33,161","1,729.00"
MediPal Holdings Corp.,"=""0.00539%""","$33,096","1,800.00"
Skylark Holdings Co. Ltd.,"=""0.00538%""","$33,047","2,385.00"
Proximus SADP,"=""0.00536%""","$32,922","1,590.00"
Bank of Kyoto Ltd.,"=""0.00536%""","$32,900",900.00
Altice Europe NV,"=""0.00535%""","$32,856","6,929.00"
Inmobiliaria Colonial Socimi SA,"=""0.00535%""","$32,867","3,847.00"
Mapletree Commercial Trust,"=""0.00534%""","$32,788","24,436.00"
Investment AB Latour Class B,"=""0.00534%""","$32,809","1,600.00"
Morinaga Milk Industry Co. Ltd.,"=""0.00531%""","$32,574",700.00
Sumitomo Dainippon Pharma Co. Ltd.,"=""0.00527%""","$32,362","2,600.00"
FP Corp.,"=""0.00526%""","$32,271",400.00
Ezaki Glico Co. Ltd.,"=""0.00526%""","$32,309",700.00
Suzuken Co. Ltd./Aichi Japan,"=""0.00525%""","$32,233",910.00
Hyundai Engineering & Construction Co. Ltd.,"=""0.00522%""","$32,014","1,112.00"
Samsung Life Insurance Co. Ltd.,"=""0.00519%""","$31,889",799.00
IGM Financial Inc.,"=""0.00519%""","$31,836","1,295.00"
Hankook Tire & Technology Co. Ltd.,"=""0.00518%""","$31,814","1,455.00"
Yamazaki Baking Co. Ltd.,"=""0.00518%""","$31,771","1,900.00"
Yaoko Co. Ltd.,"=""0.00518%""","$31,779",400.00
Ashmore Group plc,"=""0.00518%""","$31,774","6,201.00"
Fancl Corp.,"=""0.00514%""","$31,524","1,100.00"
SJM Holdings Ltd.,"=""0.00514%""","$31,540","28,000.00"
Under Armour Inc. Class A,"=""0.00512%""","$31,434","2,988.00"
Swire Properties Ltd.,"=""0.00512%""","$31,411","13,600.00"
Electric Power Development Co. Ltd.,"=""0.00509%""","$31,216","2,300.00"
Relo Group Inc.,"=""0.00507%""","$31,121","1,800.00"
Leonardo SPA,"=""0.00506%""","$31,046","4,853.00"
Incitec Pivot Ltd.,"=""0.00505%""","$31,000","23,429.00"
Asics Corp.,"=""0.00505%""","$30,985","2,800.00"
City Developments Ltd.,"=""0.00505%""","$31,019","5,200.00"
Nihon Kohden Corp.,"=""0.00504%""","$30,942",900.00
Hotel Shilla Co. Ltd.,"=""0.00503%""","$30,860",523.00
voestalpine AG,"=""0.00502%""","$30,789","1,389.00"
Justsystems Corp.,"=""0.00502%""","$30,833",400.00
Sundrug Co. Ltd.,"=""0.00501%""","$30,729",900.00
Hyundai Steel Co.,"=""0.00500%""","$30,703","1,475.00"
Telenet Group Holding NV,"=""0.00499%""","$30,633",785.00
Ebara Corp.,"=""0.00498%""","$30,567","1,300.00"
House Foods Group Inc.,"=""0.00495%""","$30,408","1,000.00"
Alumina Ltd.,"=""0.00494%""","$30,349","27,841.00"
Mebuki Financial Group Inc.,"=""0.00494%""","$30,321","13,700.00"
SCSK Corp.,"=""0.00494%""","$30,304",600.00
LG Uplus Corp.,"=""0.00493%""","$30,273","3,150.00"
THK Co. Ltd.,"=""0.00492%""","$30,210","1,300.00"
A2A Spa,"=""0.00492%""","$30,173","21,027.00"
Nihon Unisys Ltd.,"=""0.00492%""","$30,218","1,000.00"
SHO-BOND Holdings Co. Ltd.,"=""0.00489%""","$29,991",700.00
Seb SA,"=""0.00488%""","$29,986",181.00
Minth Group Ltd.,"=""0.00486%""","$29,806","10,000.00"
Nikon Corp.,"=""0.00486%""","$29,852","4,300.00"
Salmar ASA,"=""0.00485%""","$29,759",626.00
ZOZO Inc.,"=""0.00485%""","$29,755","1,100.00"
Goldwin Inc.,"=""0.00483%""","$29,651",500.00
Lpp SA,"=""0.00482%""","$29,585",16.00
K's Holdings Corp.,"=""0.00482%""","$29,585","2,300.00"
Seino Holdings Co. Ltd.,"=""0.00481%""","$29,532","2,400.00"
TELUS Corp.,"=""0.00479%""","$29,395","1,695.00"
Daelim Industrial Co. Ltd.,"=""0.00478%""","$29,366",418.00
Challenger Ltd.,"=""0.00478%""","$29,344","9,428.00"
Altium Ltd.,"=""0.00478%""","$29,330","1,245.00"
Shinsei Bank Ltd.,"=""0.00477%""","$29,281","2,606.00"
Sumitomo Heavy Industries Ltd.,"=""0.00474%""","$29,069","1,500.00"
SES SA Class A,"=""0.00474%""","$29,113","4,106.00"
